SMILES,Source,PBT_label
c1ccc(-c2ccccc2)cc1,https://echa.europa.eu/pbt,0
O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,https://echa.europa.eu/pbt,0
Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,https://echa.europa.eu/pbt,0
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,https://echa.europa.eu/pbt,0
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OC[C@H](CCC)[C@@H](CC)CCC,https://echa.europa.eu/pbt,0
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,https://echa.europa.eu/pbt,0
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,https://echa.europa.eu/pbt,0
Clc1nc(Cl)nc(Cl)n1,https://echa.europa.eu/pbt,0
CC1CCCCC1,https://echa.europa.eu/pbt,0
CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,https://echa.europa.eu/pbt,0
CCCCC(C)C,https://echa.europa.eu/pbt,0
CCCCCCCCCCCCCCCCCCN(C)C,https://echa.europa.eu/pbt,0
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,https://echa.europa.eu/pbt,0
CC(C=O)Cc1ccc(C(C)(C)C)cc1,https://echa.europa.eu/pbt,0
Clc1ccccc1C(Cl)(Cl)Cl,https://echa.europa.eu/pbt,0
CCOCOC1CCCCCCCCCCC1,https://echa.europa.eu/pbt,0
O=C=Nc1ccc(Cc2ccccc2N=C=O)cc1,https://echa.europa.eu/pbt,0
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,https://echa.europa.eu/pbt,0
O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,https://echa.europa.eu/pbt,0
CC(C)C(C)(C)C(C)(C)C(C)(C)S,https://echa.europa.eu/pbt,0
CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1,https://echa.europa.eu/pbt,0
CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,https://echa.europa.eu/pbt,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,https://echa.europa.eu/pbt,0
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,https://echa.europa.eu/pbt,0
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,https://echa.europa.eu/pbt,0
C[Si](C)(Cl)Cl,https://echa.europa.eu/pbt,0
CCCCCCC=CCCCCCCCc1cccc(O)c1,https://echa.europa.eu/pbt,0
CCCCCCCCCCC(CO)CCCCCCCC,https://echa.europa.eu/pbt,0
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,https://echa.europa.eu/pbt,0
CC/C(=C\CC1CC=C(C)C1(C)C)CO,https://echa.europa.eu/pbt,0
CC(C)CCCCCCCCCCCCCC=CC1CC(=O)OC1=O,https://echa.europa.eu/pbt,0
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,https://echa.europa.eu/pbt,0
C1=CC(c2ccc(C3CC=CCC3)cc2)CCC1,https://echa.europa.eu/pbt,1
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,https://echa.europa.eu/pbt,1
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,https://echa.europa.eu/pbt,1
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,https://echa.europa.eu/pbt,1
c1ccc(-c2ccccc2)cc1,https://echa.europa.eu/pbt,0
Clc1ccccc1C(Cl)(Cl)Cl,https://echa.europa.eu/pbt,0
CC(C)(C)c1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,https://echa.europa.eu/pbt,1
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],https://echa.europa.eu/pbt,1
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],https://echa.europa.eu/pbt,1
CCC(C)C1(C)COC(C2CCC(C)=CC2C)OC1,https://echa.europa.eu/pbt,1
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO,https://echa.europa.eu/pbt,1
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,https://echa.europa.eu/pbt,1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,https://echa.europa.eu/pbt,1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,https://echa.europa.eu/pbt,1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,https://echa.europa.eu/pbt,1
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,https://echa.europa.eu/pbt,1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,https://echa.europa.eu/pbt,1
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,https://echa.europa.eu/pbt,1
N.O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,https://echa.europa.eu/pbt,1
O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,https://echa.europa.eu/pbt,0
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],https://echa.europa.eu/pbt,1
c1ccc2c(c1)-c1cccc3cccc-2c13,https://echa.europa.eu/pbt,1
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na],https://echa.europa.eu/pbt,1
