SMILES,Source,PBT_label
Brc1ccc(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2511/Default.aspx,1
Br[C@H]1CC[C@@H](Br)[C@H](Br)CC[C@H](Br)[C@H](Br)CC[C@H]1Br,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2511/Default.aspx,1
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2511/Default.aspx,1
Brc1cc(Br)c(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2512/Default.aspx,1
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2513/Default.aspx,1
Brc1ccc(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2514/Default.aspx,1
Brc1ccccc1Oc1c(Br)c(Br)c(Br)c(Br)c1Br,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2515/Default.aspx,1
Brc1cc(Br)c(Oc2c(Br)cccc2Br)c(Br)c1Br,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2516/Default.aspx,1
Brc1cc(Br)c(Oc2ccc(Br)c(Br)c2Br)c(Br)c1,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2517/Default.aspx,1
Brc1ccc(Oc2ccc(Br)c(Br)c2Br)c(Br)c1Br,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2518/Default.aspx,1
Brc1ccc(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2519/Default.aspx,1
O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2520/Default.aspx,1
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2521/Default.aspx,1
CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2522/Default.aspx,1
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2523/Default.aspx,1
CC(Cl)CCCC(Cl)CCCC(Cl)CCCC(Cl)CCCC(Cl)CCCC(Cl)CCCl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2524/Default.aspx,1
CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2525/Default.aspx,1
[Na+].[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2526/Default.aspx,1
O.[Na+].[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2527/Default.aspx,1
CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2528/Default.aspx,1
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,http://www.pops.int/TheConvention/ThePOPs/TheNewPOPs/tabid/2529/Default.aspx,1
